Uniprot,iBAQ A549_1,iBAQ A549_2,iBAQ A549_3,iBAQ GAMG_1,iBAQ GAMG_2,iBAQ GAMG_3,iBAQ HEK293_1,iBAQ HEK293_2,iBAQ HEK293_3,iBAQ HeLa_1,iBAQ HeLa_2,iBAQ HeLa_3,iBAQ HepG2_1,iBAQ HepG2_2,iBAQ HepG2_3,iBAQ Jurkat_1,iBAQ Jurkat_2,iBAQ Jurkat_3,iBAQ K562_1,iBAQ K562_2,iBAQ K562_3,iBAQ LnCap_1,iBAQ LnCap_2,iBAQ LnCap_3,iBAQ MCF7_1,iBAQ MCF7_2,iBAQ MCF7_3,iBAQ RKO_1,iBAQ RKO_2,iBAQ RKO_3,iBAQ U2OS_1,iBAQ U2OS_2,iBAQ U2OS_3
Q01970;Q8N1A4,5.755097,5.568425,4.382863,6.277288,6.395658,6.071551,5.704262,6.499467,5.929245,5.684612,5.265243,5.171053,4.000521,NaN,NaN,4.947933,3.424277,5.632194,5.824867,4.832694,4.88365,4.538775,5.09475,NaN,6.243162,6.625343,6.386231,5.599916,5.236361,3.992456,6.126943,5.900575,6.452553
Q01973-1;Q01973;A2VCQ3;Q01973-2,4.388705,5.437655,4.59532,4.154363,4.925059,5.377907,4.388208,5.373537,4.294025,NaN,NaN,4.051191,NaN,NaN,4.276783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.089446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q01974;A1L4F5;A6NNI9;B1APY4,NaN,NaN,NaN,NaN,NaN,4.784282,NaN,NaN,4.618498,5.638419,5.087568,5.523967,NaN,NaN,NaN,NaN,NaN,NaN,5.148356,NaN,4.06722,NaN,NaN,NaN,NaN,NaN,NaN,3.58779,NaN,NaN,4.513217,NaN,NaN
Q01995;Q53GC9;Q5U0D2;Q6FI52;Q59FA5,6.767326,7.086858,6.639696,5.088703,6.042458,6.067629,NaN,NaN,NaN,4.480453,NaN,NaN,5.519027,4.732522,5.247728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.218062,6.59271,5.700461,7.994172,8.260453,8.648155
Q02040-1;Q02040;Q02040-3;Q02040-2;Q05DA9,5.4866,5.596718,5.233732,5.725495,6.131715,6.141136,5.910662,6.30591,6.2205,5.992019,5.575037,5.73339,5.359418,NaN,5.498076,5.443982,4.052463,6.285422,5.111733,NaN,NaN,5.852114,6.529456,5.455348,5.093421,5.529212,5.937889,5.347954,5.453425,4.451418,4.613006,4.370643,5.071145
Q02078-1;Q02078;Q02078-5;Q02078-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.635031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q02078-2;Q02078;A8K720;Q59GX4;Q02078-4,NaN,NaN,NaN,NaN,NaN,5.286254,4.729011,NaN,4.998508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.846819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.649685,NaN,NaN,NaN,NaN,NaN
Q02083-1;Q02083;Q02083-2;B4DVL2;C9JS44;Q02083-3,NaN,4.923633,4.281693,NaN,NaN,NaN,NaN,4.656472,5.196977,NaN,NaN,NaN,5.278639,NaN,5.178948,NaN,NaN,4.835399,NaN,NaN,4.598429,6.330556,6.744402,6.593784,5.337519,5.784903,5.54823,NaN,NaN,3.908448,NaN,NaN,NaN
Q02086-1;Q02086;Q02086-2;Q9BRW5,NaN,NaN,4.433482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q02127,5.548795,5.849622,5.675017,5.375956,6.018368,5.92066,4.807,6.03583,5.639088,6.169821,5.821481,6.335699,5.602136,5.504348,5.581312,5.238146,4.896289,5.976717,6.376595,5.326766,4.134368,6.946059,7.542714,7.39853,6.677169,6.579166,6.828956,6.517473,6.030438,5.384497,5.923161,5.116375,6.501142
Q02156;B0LPH7;B2R9M7,NaN,NaN,NaN,NaN,NaN,NaN,4.226729,NaN,4.369865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.724399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.981637
Q02224-1;Q02224;Q02224-2;Q02224-3,NaN,NaN,3.849057,NaN,NaN,4.087285,4.117569,4.861701,4.523122,NaN,NaN,NaN,3.903979,NaN,4.231164,NaN,3.493556,4.393681,5.00877,NaN,4.147491,NaN,3.792223,4.694833,3.692935,4.022593,5.100646,NaN,4.128981,NaN,4.799299,4.30298,5.494544
Q02241-2;Q02241;B4E1K0,NaN,5.105204,3.746159,NaN,NaN,4.77072,NaN,NaN,NaN,NaN,NaN,4.764946,NaN,NaN,NaN,NaN,NaN,4.119388,NaN,4.441789,NaN,NaN,NaN,NaN,NaN,5.283414,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q02252;B2R609;B4DFS8;O43573;Q53FN8;Q53H94,5.483402,6.073755,NaN,6.395536,6.718659,6.51175,6.558744,7.054268,6.647618,5.8006,4.564157,5.685581,7.026002,6.767824,6.967361,6.691471,5.648808,6.702491,5.790729,4.594028,5.130945,7.691638,8.290658,8.292965,6.820589,6.978573,7.022181,6.560851,6.007876,6.381765,6.338317,6.335036,6.690967
Q02297-2;Q02297;B9EK51;Q7RTV8;Q7RTW4;Q02297-6;Q7RTW3;Q02297-1;Q02297-7;A5YAK7;A6MW56;Q02297-11;A6MW54;A6MW55;B7Z1E3,NaN,5.426153,5.773289,NaN,5.52009,5.721076,NaN,NaN,4.928923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.611468,NaN,NaN,4.166341
Q02318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.872273,6.147336,6.629063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q02338;A1E284;C9K0G7,NaN,NaN,NaN,NaN,NaN,NaN,5.779033,6.663145,6.095099,NaN,NaN,NaN,6.562186,6.128529,6.470381,5.73347,5.71762,6.49146,NaN,NaN,NaN,7.008898,7.679828,7.291679,6.476281,7.049644,6.94657,6.937748,6.377834,6.528788,NaN,5.232539,5.46712
Q02388-1;Q02388;Q59F16;Q02388-2;A9Z119;B0LXL0,4.107278,4.670617,4.163132,NaN,NaN,NaN,NaN,NaN,2.616937,NaN,NaN,NaN,NaN,NaN,3.117238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.116475,NaN,NaN,NaN,NaN,NaN,NaN
Q02413;B7Z845,NaN,NaN,3.545146,NaN,NaN,3.129303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.80371,NaN,NaN,NaN,NaN,4.299093,3.824373,NaN,NaN,NaN,NaN,NaN,3.80956,NaN,NaN,NaN,NaN,NaN,NaN
Q02446;Q32M51;B4DKX0;C9JF60,NaN,NaN,4.314815,NaN,NaN,NaN,NaN,NaN,5.166992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.527746,NaN
Q02447-1;Q02447;B7ZLN9;Q02447-2;Q02447-6;Q8TE45;Q02447-5;Q59FX5;Q68DP2;Q86TP0;Q8WWU2;Q8WWU3;Q02447-3;Q02447-4,NaN,5.023787,5.689291,NaN,NaN,NaN,5.452951,5.915141,5.749512,5.6271,4.425664,5.551108,NaN,NaN,NaN,5.556001,4.40946,5.379414,6.129045,4.195734,NaN,5.641563,6.15091,5.7243,NaN,5.050689,4.98892,5.564713,5.884705,4.491964,6.158302,5.582291,6.489579
Q02487-2;Q02487;A9X9L1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.701913,NaN,6.425224,5.211227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q02535,5.568601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.181357,5.940646,5.220579,5.222326,NaN,NaN,NaN,NaN,4.922933,5.631545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q02539,NaN,NaN,NaN,NaN,NaN,NaN,6.731556,6.502277,6.688144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.956778,7.34647,8.136974
Q02543;B2R4C0;B4DUV3;Q53HD3;Q76N54;B4DM74;Q32XH3;B4DM94,7.794,8.121855,7.841647,7.911109,8.147243,7.582029,8.054345,8.456958,8.090611,7.926502,7.753368,8.019864,7.835849,7.492635,7.599457,7.581904,7.187239,7.826341,8.013974,7.317938,6.315193,7.594028,8.223236,8.118595,7.964231,8.292012,8.137259,8.009706,7.532117,6.115843,7.96018,7.722313,8.241621
Q02742;B2R8E9;Q86T81,NaN,NaN,NaN,NaN,NaN,4.423884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.462188,5.193319,5.071588,NaN,4.862263,4.364345,NaN,NaN,NaN,NaN,NaN,NaN
Q02750;A4QPA9;B4DFY5,6.840125,6.370735,5.715836,6.673491,6.9316,6.834669,6.957392,7.523031,6.612678,7.087639,6.273395,6.670877,6.708344,5.785686,6.442997,6.782738,6.1924,6.850168,6.764908,4.973202,5.467963,6.660714,7.327461,7.063559,6.803573,6.69542,7.020734,7.208361,6.882473,6.088951,6.724824,7.085326,7.553519
Q02790;B2R9U2,7.499247,7.976304,7.425339,7.2512,7.668311,7.31848,8.003461,8.424685,7.951488,7.906691,7.65719,7.714028,7.471204,7.131618,7.360612,7.474959,6.860775,7.808427,7.653685,7.028775,6.377343,7.742175,8.209193,8.070924,8.046456,8.245167,8.173944,7.834992,7.338158,6.642524,7.983428,7.944241,8.328012
Q02809;B2R5M9;B4DR87;Q5JXB8;B4DHT1,6.220579,6.555711,6.136784,7.312833,7.754807,7.279781,6.672467,7.205691,6.843918,6.905559,6.386356,6.810474,6.500332,6.136086,5.954237,5.02284,NaN,5.712986,6.845358,5.752548,5.692803,6.317959,6.81314,6.552303,6.346744,6.394539,6.488636,5.704554,5.388723,5.748692,6.863935,6.911664,7.502441
Q02818;A8K7Q1;B3KUR6;Q53GX6;Q96BA4;B4DZX0;C9JMD9,7.012162,7.230014,7.016783,6.895947,7.250713,7.252902,6.772168,7.057057,6.808657,6.877031,6.376723,6.9004,6.915869,6.294025,6.591165,NaN,NaN,5.752632,6.714749,5.709558,5.668041,6.170936,6.12395,5.969248,6.52153,6.343665,6.415207,6.063933,5.51017,5.356752,6.449802,6.429154,7.080915
Q02880-1;Q02880;Q6LBI8,6.321391,6.721712,5.623507,6.057514,6.663201,6.327277,6.691921,7.186646,6.83531,6.343487,5.749891,6.168674,6.326991,5.464623,5.941357,6.780605,6.070075,6.926044,6.56066,5.656788,5.803758,6.103769,6.644931,6.579989,6.445884,6.923384,6.663381,6.37838,5.660704,5.586992,6.25715,6.482087,7.001215
Q02880-2;Q02880;B4DKD0;B4DLV2;B7ZB27;Q59H80;Q6W6M6;Q71UH4;Q8WTY5;Q6LC06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.386303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q02930-2;Q02930;B5BUH3;Q02930-1;Q75N02;Q02930-3;Q02930-4;B4DU13;Q59G47,NaN,NaN,NaN,3.710033,NaN,4.579944,NaN,NaN,4.345962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.740149,5.267594,NaN,4.686672,5.102228,5.490113
Q02952-1;Q02952;Q86TJ9;A6NEC7;Q02952-2;Q02952-3;Q5CZB5,6.096319,6.30393,6.67045,6.694684,7.02387,6.995569,6.5788,6.658031,6.621986,NaN,NaN,NaN,3.463983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.892551,4.804044,5.808218,5.843675,5.928964
Q02978;Q6IBH0,7.177883,7.675943,5.935351,7.173623,7.496791,6.816022,7.327502,7.884574,7.248047,7.272306,7.026247,6.494697,7.323953,6.952793,7.166992,7.320188,6.811502,7.137164,6.796873,6.373188,5.926615,7.715117,8.314689,7.980317,6.986046,7.330475,7.106327,7.355471,6.893034,6.266632,6.109815,5.985256,6.767816
Q03001-2;Q03001;Q03001-5;Q03001-6;Q03001-4;Q03001-3;Q6P0N6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.802425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.360821,NaN,NaN,NaN,NaN,NaN,NaN,1.923431,NaN
Q03013-1;Q03013;Q03013-2;Q4JNT8,NaN,NaN,NaN,6.197418,6.409916,5.855119,NaN,NaN,NaN,5.015904,NaN,NaN,NaN,NaN,NaN,5.047509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.687627,NaN,6.100819
Q03014;B1AQ17;Q9C057,NaN,NaN,5.526597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.421505,NaN,4.431911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q03060-6;Q03060;Q59FC7;Q03060-21;C9IYZ7;Q14501;Q5W1B0;A8MPQ2;Q03060-8;Q5W1B2;A8K014;A8K3J7;Q03060-9;Q03060-5;Q03060-1;Q03060-15;Q03060-16;Q03060-20;Q03060-22;C9JAW9;Q03060-12;Q03060-7;Q03060-2;Q5W1A7;Q03060-13;C9K092;Q03060-14;C9IYM9,NaN,NaN,5.044344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.007107,5.527681,4.436989,NaN,NaN,5.864018,NaN,NaN,NaN,5.84498,NaN,4.800483,NaN,NaN,NaN
Q03111,3.96788,5.166667,4.453838,5.407136,6.065206,5.712035,5.690338,6.421702,6.171346,6.026533,5.263683,5.796456,5.745972,NaN,5.490085,5.608911,4.160078,5.826405,5.290324,5.75621,4.561185,5.854361,6.432584,6.566284,5.522235,5.633084,5.912355,4.894847,4.782959,4.68962,5.382017,5.652421,6.417655
Q03113;B7Z3F7;Q5PPR5;B3KXS2;Q6ZQV4,NaN,4.996573,4.700106,5.780447,6.13947,5.840846,NaN,NaN,4.51709,NaN,NaN,NaN,4.241123,NaN,4.460371,NaN,NaN,4.031004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.699638,5.703231,6.518672
Q03135-1;Q03135;A9XTE5;Q2TNI1;Q59E85;Q7Z4F3,7.255658,7.290524,7.856384,8.068853,8.563422,8.249639,5.666593,NaN,5.669772,6.62799,6.55705,6.476223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.218142,6.238247,5.977746,NaN,NaN,5.209836,7.421604,7.404098,7.868803
Q03135-2;Q03135;C9JKI3,NaN,NaN,6.181472,5.527437,5.912424,6.121789,NaN,NaN,NaN,5.052732,NaN,5.091351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q03164-1;Q03164;B4DIJ7;B4E012;Q59FF2;Q9HBJ3;Q9HBJ4;Q9UM91;Q03164-2;Q9UPD0,2.40846,4.633781,4.736094,4.405244,4.970403,5.080194,5.074341,5.985853,5.49146,4.886011,NaN,4.758647,3.629195,3.598769,2.571278,3.578674,4.003977,4.80744,5.228503,3.540029,4.611883,3.745332,5.217326,4.56215,5.229989,5.178977,5.25137,NaN,NaN,3.013216,4.32531,4.508031,5.154515
Q03167;A8K5N0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.784489,5.038064,5.127364,NaN,NaN,NaN,4.476585,NaN,4.622597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q03169;A1A584;B4DZH8;B7ZB31,6.288227,6.718061,5.245439,6.597048,7.070924,6.140697,NaN,NaN,NaN,5.111431,5.162146,4.90962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.854379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.954349,4.498779,4.514163,NaN,NaN,4.48005
Q03188;Q6PIR0;Q8IW27,4.010808,4.610618,4.917085,NaN,NaN,4.157517,3.138776,4.458321,3.371548,3.97142,NaN,4.36633,4.061226,NaN,NaN,4.60738,NaN,5.652855,5.868257,NaN,4.864475,NaN,5.26181,4.54143,4.283278,4.959008,4.288741,3.53561,NaN,4.153296,4.247605,3.791817,5.190248
Q03252,6.988559,7.064645,7.183013,7.137639,7.438447,7.211147,7.210693,7.515834,7.294664,7.005352,6.557002,6.947184,7.395117,6.873431,7.236915,7.101128,6.250517,7.341988,6.994643,6.111464,5.799961,7.286748,7.742387,7.598101,7.273047,7.209059,7.130559,7.165215,6.3426,6.079326,7.426772,7.393242,7.806526
Q03393,NaN,NaN,5.358202,6.44753,6.441287,6.664209,6.363499,6.151309,6.379342,6.156731,5.955428,6.434217,5.911882,5.250615,4.542589,4.795345,NaN,3.430285,NaN,NaN,NaN,5.738305,6.602244,6.219113,5.477526,5.649948,5.724063,NaN,NaN,NaN,6.105306,5.60219,6.937744
Q03405-1;Q03405;Q03405-3;Q03405-2;Q6GY32;Q9UPI5,NaN,NaN,5.443576,5.016114,NaN,5.638659,NaN,NaN,NaN,NaN,NaN,4.896471,NaN,NaN,NaN,NaN,NaN,4.761567,NaN,NaN,4.230398,NaN,NaN,NaN,NaN,NaN,NaN,6.156186,3.817334,4.590563,5.058844,3.843233,NaN
Q03426;B2RDU6;Q59ET9;B7Z1C2;B7Z301,6.160619,6.563208,NaN,7.081491,7.394662,7.176583,6.107413,6.229221,6.192623,5.414154,4.39714,5.342107,6.359209,6.416307,6.190584,6.289879,5.410659,6.351449,5.960927,5.197226,5.085326,5.700072,6.077731,5.25691,6.183725,5.80677,6.121724,6.120804,NaN,4.722198,6.456214,5.307089,6.696505
Q03468;A0JP10;B4DZN6,3.242368,5.546394,2.870369,4.771514,6.162325,5.273464,4.341731,5.4004,4.535396,5.353493,5.141606,5.559009,NaN,3.90841,NaN,3.206691,4.024034,4.195844,4.805555,3.640461,3.198189,4.618006,5.867114,4.327869,4.210746,6.350713,4.470528,NaN,4.456851,NaN,3.558289,5.362105,4.217484
Q03701;B2R5U7,6.423393,6.641851,5.825582,6.120047,6.431669,6.319169,6.745309,7.143358,6.892818,7.0881,6.597114,6.998652,6.67096,6.073938,6.373372,5.912243,4.694026,6.080085,6.83302,6.101987,5.362162,5.888971,6.689531,6.463609,6.61554,6.981061,6.639656,6.439649,6.164353,5.199646,6.505109,6.717978,7.164175
Q03936-1;Q03936;Q03936-3;A6NF79;Q9Y2Q1;Q96JC4;Q03936-2;C9IZS8;Q6ZN08;Q4G0J2;Q5JVG8;B3KTH6;Q4G1C2;P0CB33;Q59FG0;Q8IYX0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.721225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q04323-1;Q04323;B4DNC6;B4E0P8;Q05BV2;Q04323-2,6.397227,7.256958,5.738678,6.79063,7.331609,6.984869,7.0172,7.866648,7.182415,6.622722,6.597706,6.484371,6.102365,6.140759,6.210425,6.19852,6.156125,6.812726,7.328217,6.453731,6.258542,6.094121,7.227038,6.93519,6.760581,6.994436,7.14314,6.882536,6.34394,6.51713,6.970445,7.311097,7.598572
Q04446;B3KWV3;Q59ET0;B4DNJ3;B4DUF1,5.973276,6.5263,6.118265,6.249345,6.878384,6.558349,6.459423,7.122347,6.590005,6.634114,6.2801,6.596927,6.338536,5.931865,6.294422,6.274712,5.725201,6.736994,6.06599,4.958373,4.658889,6.471658,7.019864,6.919403,6.342403,6.432841,6.119454,6.472581,6.175454,5.008515,6.789009,6.756522,7.267524
Q04609-1;Q04609;A4UU13;Q2VPJ0;Q04609-7;Q04609-6;Q04609-8;A4UU12;Q04609-2;Q04609-3;B7Z6L3;B7Z312;Q7Z5D2;Q9HBA9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.398548,8.124309,7.900908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q04637-3;Q04637;Q04637-1;Q04637-6;Q96I65,6.932626,7.220683,6.831313,7.147491,7.517974,7.277311,7.555977,8.025183,7.750215,7.39613,6.914153,7.321391,7.19254,6.618205,6.893279,6.684342,5.803115,6.851295,7.366554,6.522901,6.213571,7.072213,7.485579,7.255634,7.513098,7.816573,7.621478,7.204988,6.705119,6.396496,7.31555,7.349957,7.902074
Q04637-5;Q04637;B4DSI9,NaN,NaN,3.238774,NaN,5.138902,4.717513,4.906028,5.72144,5.421472,4.602331,4.376157,4.33165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.905488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.452431,NaN,NaN
Q04656-3;Q04656;Q04656-2;Q04656-1;Q04656-5;B4DRW0;Q762B6,3.857007,NaN,4.258062,4.950871,5.606134,5.36237,4.397505,4.627468,4.807799,NaN,NaN,4.947968,NaN,NaN,3.383564,NaN,NaN,5.049295,5.387087,5.074524,5.164858,4.887769,5.391694,5.571383,NaN,NaN,3.566826,NaN,NaN,4.996975,NaN,NaN,4.348422
Q04721;Q13560;Q6IQ50;Q96JU8;Q9UFD5,4.193013,4.140162,NaN,4.651181,5.330414,5.404269,4.521896,5.246302,5.000477,NaN,3.303973,4.656137,NaN,NaN,NaN,4.721992,NaN,4.2352,NaN,NaN,NaN,NaN,3.809788,3.963509,5.483359,5.601984,5.167347,NaN,NaN,3.739904,5.355949,5.209702,5.55776
Q04726-1;Q04726;Q04726-2,5.220866,5.812994,5.449293,5.613239,6.078239,5.105714,6.491712,7.057856,6.810502,6.3836,5.997024,6.080879,5.645059,NaN,NaN,5.919883,4.637129,6.235528,5.769835,NaN,5.268133,6.613049,7.088809,6.784838,5.396896,5.835881,5.407,5.057324,4.301898,4.661661,5.430639,5.408952,5.932737
Q04726-4;Q04726,NaN,NaN,NaN,NaN,NaN,NaN,5.366852,NaN,5.407374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.590675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q04727-3;Q04727;Q5JTT6;Q04727-1;A8MSP9;Q04727-2;B3KQ29,NaN,NaN,NaN,4.836292,5.730823,4.263944,NaN,NaN,4.046378,NaN,NaN,NaN,NaN,NaN,NaN,4.480783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q04756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.987537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q04759-1;Q04759;B4DF52;Q04759-2;Q5JUN8,NaN,NaN,NaN,NaN,NaN,NaN,4.23985,NaN,5.214632,NaN,NaN,NaN,NaN,NaN,NaN,6.309715,5.455287,6.678837,5.377616,3.89364,4.586036,NaN,5.140382,5.472464,NaN,5.433209,5.196729,NaN,NaN,3.340642,4.314415,NaN,5.050148
Q04760;B4DDV0;Q59EL0,7.17196,7.654302,6.138713,7.802117,8.153663,7.895754,8.067145,8.496902,8.265761,7.643591,7.552364,7.500113,7.945685,7.503559,7.928631,7.410491,6.571965,7.71407,7.958024,7.190976,6.906044,7.879578,8.209783,8.378924,7.726173,7.70299,7.903394,7.934529,7.205232,6.67662,8.095552,7.946,8.416973
Q04828;Q5SR14;A6NHU4,6.749845,7.465457,NaN,6.377725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.240349,7.106633,6.868092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q04837;A4D1U3;Q567R6;C9K0U8,7.514308,7.877556,7.917369,7.795365,8.312284,8.006808,7.886412,8.404149,7.947081,8.107413,7.642722,7.914073,7.355375,6.918706,7.072029,7.646678,6.919042,8.026656,7.9342,7.510076,6.943213,7.86973,8.138903,8.131169,7.818285,7.953852,8.110927,7.926898,7.421916,6.975372,7.53348,7.648848,8.195623
Q04864;B4E1P2;Q17RU2,NaN,NaN,4.928856,NaN,NaN,5.112069,5.936851,6.042181,6.003029,4.722552,4.746105,5.657467,NaN,NaN,NaN,5.601625,4.824464,6.245216,6.130688,NaN,NaN,NaN,5.027349,4.263873,5.112538,5.079181,5.122936,NaN,NaN,NaN,4.561423,4.75161,5.653425
Q04912-1;Q04912;Q04912-2;B5A944;B5A946;B5A947,3.528338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.702603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q04917;B2R6N6;A2IDB2;Q9H4N8,7.121166,7.585021,7.371991,7.279667,7.777898,7.501032,7.548623,8.039771,7.564631,7.291769,6.930455,7.289009,7.293407,6.847628,7.022222,7.281601,6.349588,7.775902,7.594326,6.913676,4.607455,6.748196,7.023582,6.732193,7.456867,7.60118,7.397801,7.178516,6.64064,5.184208,7.765549,7.699456,8.119388
Q04941;A6NDT7,7.238122,6.860583,6.577009,7.445853,7.008004,7.526714,7.1231,5.636648,4.99201,7.599282,6.683326,6.465219,6.313361,NaN,NaN,NaN,NaN,6.633286,6.700479,NaN,5.440153,6.282418,NaN,6.658832,7.108768,NaN,7.440626,7.122249,6.064907,6.06614,7.191814,NaN,6.588025
Q05048;B4DDG3;Q5QPD8,6.321288,6.644616,6.588294,6.514813,7.019324,6.711799,7.004493,7.556109,7.099819,6.777731,6.410254,6.802377,6.311372,5.990743,5.941601,6.422984,5.603577,6.803252,6.831825,5.604377,5.804003,6.49125,7.318042,6.835615,7.070296,7.482888,7.329825,6.555215,6.137417,6.587902,6.681558,6.837418,7.47835
